"","SID","Alpha","X","age","friend","friendSelectedResponse","viewing_status","collabtype","Chance","Amount","response_self"
"2147","YF257",0.105837743843501,2104,17.36111111,"YF256","certain","shared","DesiredAntagonistic",90,30,"chance"
"2148","YF257",0.105837743843501,2105,17.36111111,"YF256","certain","shared","DesiredAntagonistic",90,40,"chance"
"2149","YF257",0.105837743843501,2135,17.36111111,"YF256","certain","shared","DesiredAntagonistic",90,50,"chance"
"2150","YF257",0.105837743843501,2131,17.36111111,"YF256","chance","shared","DesiredAntagonistic",50,5,"chance"
"2151","YF257",0.105837743843501,2128,17.36111111,"YF256","certain","shared","DesiredAntagonistic",75,30,"certain"
"2152","YF257",0.105837743843501,2129,17.36111111,"YF256","chance","shared","DesiredAntagonistic",25,10,"certain"
"2153","YF257",0.105837743843501,2130,17.36111111,"YF256","chance","shared","DesiredAntagonistic",25,5,"certain"
"2154","YF257",0.105837743843501,2132,17.36111111,"YF256","chance","shared","DesiredAntagonistic",10,30,"chance"
"2155","YF257",0.105837743843501,2133,17.36111111,"YF256","chance","shared","DesiredAntagonistic",75,10,"chance"
"2156","YF257",0.105837743843501,2134,17.36111111,"YF256","certain","shared","DesiredAntagonistic",50,40,"certain"
"2157","YF258",0.570332361293337,2150,16.175,"YF259","certain","shared","DesiredAntagonistic",75,40,"chance"
"2158","YF258",0.570332361293337,2154,16.175,"YF259","chance","shared","DesiredAntagonistic",25,5,"certain"
"2159","YF258",0.570332361293337,2151,16.175,"YF259","chance","shared","DesiredAntagonistic",50,5,"certain"
"2160","YF258",0.570332361293337,2152,16.175,"YF259","chance","shared","DesiredAntagonistic",25,30,"chance"
"2161","YF258",0.570332361293337,2153,16.175,"YF259","chance","shared","DesiredAntagonistic",10,30,"certain"
"2162","YF258",0.570332361293337,2149,16.175,"YF259","certain","shared","DesiredAntagonistic",75,50,"chance"
"2163","YF258",0.570332361293337,2163,16.175,"YF259","certain","shared","DesiredAntagonistic",90,20,"chance"
"2164","YF258",0.570332361293337,2164,16.175,"YF259","chance","shared","DesiredAntagonistic",90,5,"certain"
"2165","YF258",0.570332361293337,2165,16.175,"YF259","certain","shared","DesiredAntagonistic",50,40,"chance"
"2166","YF258",0.570332361293337,2166,16.175,"YF259","certain","shared","DesiredAntagonistic",90,50,"chance"
"2167","YF258",0.570332361293337,2167,16.175,"YF259","chance","shared","DesiredAntagonistic",25,50,"chance"
"2168","YF258",0.570332361293337,2155,16.175,"YF259","certain","shared","DesiredAntagonistic",75,30,"chance"
"2169","YF258",0.570332361293337,2156,16.175,"YF259","certain","shared","DesiredAntagonistic",75,10,"chance"
"2170","YF258",0.570332361293337,2157,16.175,"YF259","chance","shared","DesiredAntagonistic",25,10,"certain"
"2171","YF258",0.570332361293337,2158,16.175,"YF259","certain","shared","DesiredAntagonistic",50,30,"chance"
"2172","YF258",0.570332361293337,2159,16.175,"YF259","certain","shared","DesiredAntagonistic",75,20,"chance"
"2173","YF258",0.570332361293337,2160,16.175,"YF259","certain","shared","DesiredAntagonistic",50,10,"certain"
"2174","YF258",0.570332361293337,2161,16.175,"YF259","chance","shared","DesiredAntagonistic",10,100,"chance"
"2175","YF258",0.570332361293337,2162,16.175,"YF259","certain","shared","DesiredAntagonistic",90,40,"chance"
"2176","YF258",0.570332361293337,2136,16.175,"YF259","certain","shared","DesiredAntagonistic",90,10,"chance"
"2177","YF258",0.570332361293337,2137,16.175,"YF259","certain","shared","DesiredAntagonistic",25,100,"chance"
"2178","YF258",0.570332361293337,2138,16.175,"YF259","certain","shared","DesiredAntagonistic",50,50,"chance"
"2179","YF258",0.570332361293337,2139,16.175,"YF259","chance","shared","DesiredAntagonistic",10,40,"chance"
"2180","YF258",0.570332361293337,2140,16.175,"YF259","chance","shared","DesiredAntagonistic",25,20,"certain"
"2181","YF258",0.570332361293337,2141,16.175,"YF259","certain","shared","DesiredAntagonistic",50,100,"chance"
"2182","YF258",0.570332361293337,2142,16.175,"YF259","chance","shared","DesiredAntagonistic",10,20,"certain"
"2183","YF258",0.570332361293337,2143,16.175,"YF259","chance","shared","DesiredAntagonistic",75,5,"certain"
"2184","YF258",0.570332361293337,2144,16.175,"YF259","certain","shared","DesiredAntagonistic",90,30,"chance"
"2185","YF258",0.570332361293337,2145,16.175,"YF259","certain","shared","DesiredAntagonistic",25,40,"chance"
"2186","YF258",0.570332361293337,2146,16.175,"YF259","certain","shared","DesiredAntagonistic",75,100,"chance"
"2187","YF258",0.570332361293337,2147,16.175,"YF259","chance","shared","DesiredAntagonistic",10,10,"certain"
"2188","YF258",0.570332361293337,2148,16.175,"YF259","chance","shared","DesiredAntagonistic",10,5,"certain"
"2189","YF258",0.570332361293337,2170,16.175,"YF259","certain","shared","DesiredAntagonistic",90,100,"chance"
"2190","YF258",0.570332361293337,2168,16.175,"YF259","chance","shared","DesiredAntagonistic",50,20,"chance"
"2191","YF258",0.570332361293337,2169,16.175,"YF259","chance","shared","DesiredAntagonistic",10,50,"chance"
"2192","YF259",0.651387041552224,2190,16.01666667,"YF258","certain","shared","DesiredAntagonistic",10,100,"chance"
"2193","YF259",0.651387041552224,2189,16.01666667,"YF258","chance","shared","DesiredAntagonistic",50,10,"certain"
"2194","YF259",0.651387041552224,2194,16.01666667,"YF258","chance","shared","DesiredAntagonistic",10,40,"certain"
"2195","YF259",0.651387041552224,2191,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,40,"chance"
"2196","YF259",0.651387041552224,2192,16.01666667,"YF258","certain","shared","DesiredAntagonistic",50,50,"chance"
"2197","YF259",0.651387041552224,2193,16.01666667,"YF258","certain","shared","DesiredAntagonistic",50,40,"chance"
"2198","YF259",0.651387041552224,2198,16.01666667,"YF258","chance","shared","DesiredAntagonistic",90,5,"certain"
"2199","YF259",0.651387041552224,2199,16.01666667,"YF258","certain","shared","DesiredAntagonistic",50,100,"chance"
"2200","YF259",0.651387041552224,2200,16.01666667,"YF258","chance","shared","DesiredAntagonistic",10,20,"certain"
"2201","YF259",0.651387041552224,2201,16.01666667,"YF258","certain","shared","DesiredAntagonistic",10,50,"certain"
"2202","YF259",0.651387041552224,2202,16.01666667,"YF258","certain","shared","DesiredAntagonistic",25,20,"certain"
"2203","YF259",0.651387041552224,2203,16.01666667,"YF258","certain","shared","DesiredAntagonistic",50,20,"chance"
"2204","YF259",0.651387041552224,2204,16.01666667,"YF258","certain","shared","DesiredAntagonistic",25,50,"chance"
"2205","YF259",0.651387041552224,2205,16.01666667,"YF258","chance","shared","DesiredAntagonistic",75,5,"certain"
"2206","YF259",0.651387041552224,2179,16.01666667,"YF258","chance","shared","DesiredAntagonistic",25,10,"certain"
"2207","YF259",0.651387041552224,2180,16.01666667,"YF258","chance","shared","DesiredAntagonistic",25,5,"certain"
"2208","YF259",0.651387041552224,2195,16.01666667,"YF258","certain","shared","DesiredAntagonistic",25,100,"chance"
"2209","YF259",0.651387041552224,2196,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,50,"chance"
"2210","YF259",0.651387041552224,2197,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,10,"chance"
"2211","YF259",0.651387041552224,2171,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,30,"chance"
"2212","YF259",0.651387041552224,2172,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,40,"chance"
"2213","YF259",0.651387041552224,2173,16.01666667,"YF258","certain","shared","DesiredAntagonistic",25,40,"chance"
"2214","YF259",0.651387041552224,2174,16.01666667,"YF258","chance","shared","DesiredAntagonistic",10,10,"certain"
"2215","YF259",0.651387041552224,2175,16.01666667,"YF258","chance","shared","DesiredAntagonistic",10,5,"certain"
"2216","YF259",0.651387041552224,2176,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,100,"chance"
"2217","YF259",0.651387041552224,2177,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,50,"chance"
"2218","YF259",0.651387041552224,2178,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,10,"chance"
"2219","YF259",0.651387041552224,2183,16.01666667,"YF258","certain","shared","DesiredAntagonistic",25,30,"certain"
"2220","YF259",0.651387041552224,2184,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,30,"chance"
"2221","YF259",0.651387041552224,2181,16.01666667,"YF258","chance","shared","DesiredAntagonistic",50,5,"certain"
"2222","YF259",0.651387041552224,2182,16.01666667,"YF258","chance","shared","DesiredAntagonistic",10,30,"certain"
"2223","YF259",0.651387041552224,2187,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,20,"chance"
"2224","YF259",0.651387041552224,2188,16.01666667,"YF258","certain","shared","DesiredAntagonistic",75,20,"chance"
"2225","YF259",0.651387041552224,2185,16.01666667,"YF258","certain","shared","DesiredAntagonistic",90,100,"chance"
"2226","YF259",0.651387041552224,2186,16.01666667,"YF258","certain","shared","DesiredAntagonistic",50,30,"chance"
"2227","YF262",0.728093122697085,2206,12.86111111,"YF263","chance","shared","DesiredAntagonistic",90,30,"certain"
"2228","YF262",0.728093122697085,2207,12.86111111,"YF263","chance","shared","DesiredAntagonistic",10,10,"certain"
"2229","YF262",0.728093122697085,2229,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,30,"chance"
"2230","YF262",0.728093122697085,2230,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,5,"certain"
"2231","YF262",0.728093122697085,2231,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,5,"chance"
"2232","YF262",0.728093122697085,2232,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,10,"certain"
"2233","YF262",0.728093122697085,2233,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,100,"certain"
"2234","YF262",0.728093122697085,2234,12.86111111,"YF263","certain","shared","DesiredAntagonistic",90,10,"certain"
"2235","YF262",0.728093122697085,2235,12.86111111,"YF263","certain","shared","DesiredAntagonistic",10,40,"certain"
"2236","YF262",0.728093122697085,2236,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,40,"certain"
"2237","YF262",0.728093122697085,2237,12.86111111,"YF263","chance","shared","DesiredAntagonistic",90,5,"chance"
"2238","YF262",0.728093122697085,2238,12.86111111,"YF263","certain","shared","DesiredAntagonistic",25,100,"certain"
"2239","YF262",0.728093122697085,2239,12.86111111,"YF263","certain","shared","DesiredAntagonistic",90,50,"chance"
"2240","YF262",0.728093122697085,2240,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,50,"chance"
"2241","YF262",0.728093122697085,2213,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,50,"chance"
"2242","YF262",0.728093122697085,2214,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,20,"chance"
"2243","YF262",0.728093122697085,2215,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,50,"certain"
"2244","YF262",0.728093122697085,2216,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,5,"chance"
"2245","YF262",0.728093122697085,2217,12.86111111,"YF263","chance","shared","DesiredAntagonistic",10,50,"chance"
"2246","YF262",0.728093122697085,2218,12.86111111,"YF263","chance","shared","DesiredAntagonistic",10,20,"chance"
"2247","YF262",0.728093122697085,2219,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,20,"certain"
"2248","YF262",0.728093122697085,2220,12.86111111,"YF263","certain","shared","DesiredAntagonistic",50,30,"chance"
"2249","YF262",0.728093122697085,2208,12.86111111,"YF263","certain","shared","DesiredAntagonistic",10,5,"chance"
"2250","YF262",0.728093122697085,2209,12.86111111,"YF263","chance","shared","DesiredAntagonistic",75,40,"certain"
"2251","YF262",0.728093122697085,2210,12.86111111,"YF263","chance","shared","DesiredAntagonistic",90,40,"chance"
"2252","YF262",0.728093122697085,2211,12.86111111,"YF263","certain","shared","DesiredAntagonistic",90,100,"certain"
"2253","YF262",0.728093122697085,2212,12.86111111,"YF263","chance","shared","DesiredAntagonistic",25,40,"chance"
"2254","YF262",0.728093122697085,2226,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,30,"chance"
"2255","YF262",0.728093122697085,2227,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,10,"certain"
"2256","YF262",0.728093122697085,2228,12.86111111,"YF263","chance","shared","DesiredAntagonistic",10,30,"certain"
"2257","YF262",0.728093122697085,2224,12.86111111,"YF263","chance","shared","DesiredAntagonistic",90,20,"chance"
"2258","YF262",0.728093122697085,2221,12.86111111,"YF263","chance","shared","DesiredAntagonistic",10,100,"chance"
"2259","YF262",0.728093122697085,2222,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,10,"certain"
"2260","YF262",0.728093122697085,2223,12.86111111,"YF263","certain","shared","DesiredAntagonistic",75,20,"certain"
"2261","YF262",0.728093122697085,2225,12.86111111,"YF263","chance","shared","DesiredAntagonistic",50,100,"chance"
"2262","YF263",0.436561769445847,2244,12.96944444,"YF262","certain","shared","DesiredAntagonistic",90,30,"chance"
"2263","YF263",0.436561769445847,2246,12.96944444,"YF262","chance","shared","DesiredAntagonistic",75,40,"certain"
"2264","YF263",0.436561769445847,2247,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,10,"certain"
"2265","YF263",0.436561769445847,2248,12.96944444,"YF262","certain","shared","DesiredAntagonistic",25,10,"certain"
"2266","YF263",0.436561769445847,2245,12.96944444,"YF262","certain","shared","DesiredAntagonistic",75,50,"certain"
"2267","YF263",0.436561769445847,2241,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,5,"certain"
"2268","YF263",0.436561769445847,2242,12.96944444,"YF262","chance","shared","DesiredAntagonistic",75,100,"certain"
"2269","YF263",0.436561769445847,2243,12.96944444,"YF262","chance","shared","DesiredAntagonistic",25,40,"chance"
"2270","YF263",0.436561769445847,2270,12.96944444,"YF262","certain","shared","DesiredAntagonistic",50,10,"certain"
"2271","YF263",0.436561769445847,2271,12.96944444,"YF262","certain","shared","DesiredAntagonistic",90,20,"certain"
"2272","YF263",0.436561769445847,2272,12.96944444,"YF262","certain","shared","DesiredAntagonistic",75,20,"certain"
"2273","YF263",0.436561769445847,2273,12.96944444,"YF262","certain","shared","DesiredAntagonistic",50,30,"chance"
"2274","YF263",0.436561769445847,2274,12.96944444,"YF262","chance","shared","DesiredAntagonistic",90,100,"chance"
"2275","YF263",0.436561769445847,2275,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,100,"certain"
"2276","YF263",0.436561769445847,2249,12.96944444,"YF262","chance","shared","DesiredAntagonistic",25,30,"chance"
"2277","YF263",0.436561769445847,2250,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,30,"chance"
"2278","YF263",0.436561769445847,2251,12.96944444,"YF262","chance","shared","DesiredAntagonistic",50,5,"chance"
"2279","YF263",0.436561769445847,2252,12.96944444,"YF262","certain","shared","DesiredAntagonistic",75,30,"chance"
"2280","YF263",0.436561769445847,2253,12.96944444,"YF262","certain","shared","DesiredAntagonistic",75,10,"certain"
"2281","YF263",0.436561769445847,2254,12.96944444,"YF262","certain","shared","DesiredAntagonistic",25,5,"certain"
"2282","YF263",0.436561769445847,2255,12.96944444,"YF262","certain","shared","DesiredAntagonistic",75,5,"certain"
"2283","YF263",0.436561769445847,2256,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,50,"chance"
"2284","YF263",0.436561769445847,2257,12.96944444,"YF262","chance","shared","DesiredAntagonistic",25,20,"certain"
"2285","YF263",0.436561769445847,2258,12.96944444,"YF262","chance","shared","DesiredAntagonistic",50,100,"chance"
"2286","YF263",0.436561769445847,2259,12.96944444,"YF262","certain","shared","DesiredAntagonistic",25,50,"chance"
"2287","YF263",0.436561769445847,2260,12.96944444,"YF262","certain","shared","DesiredAntagonistic",50,20,"certain"
"2288","YF263",0.436561769445847,2261,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,20,"certain"
"2289","YF263",0.436561769445847,2262,12.96944444,"YF262","certain","shared","DesiredAntagonistic",90,5,"certain"
"2290","YF263",0.436561769445847,2263,12.96944444,"YF262","certain","shared","DesiredAntagonistic",10,40,"chance"
"2291","YF263",0.436561769445847,2264,12.96944444,"YF262","chance","shared","DesiredAntagonistic",50,40,"certain"
"2292","YF263",0.436561769445847,2265,12.96944444,"YF262","chance","shared","DesiredAntagonistic",25,100,"chance"
"2293","YF263",0.436561769445847,2266,12.96944444,"YF262","certain","shared","DesiredAntagonistic",90,10,"chance"
"2294","YF263",0.436561769445847,2267,12.96944444,"YF262","chance","shared","DesiredAntagonistic",50,50,"chance"
"2295","YF263",0.436561769445847,2268,12.96944444,"YF262","chance","shared","DesiredAntagonistic",90,50,"certain"
"2296","YF263",0.436561769445847,2269,12.96944444,"YF262","chance","shared","DesiredAntagonistic",90,40,"chance"
"2297","YF264",0.635644335069302,2284,12.75,"YF265","certain","shared","DesiredAntagonistic",25,10,"certain"
"2298","YF264",0.635644335069302,2285,12.75,"YF265","certain","shared","DesiredAntagonistic",25,30,"certain"
"2299","YF264",0.635644335069302,2286,12.75,"YF265","certain","shared","DesiredAntagonistic",50,5,"certain"
"2300","YF264",0.635644335069302,2287,12.75,"YF265","chance","shared","DesiredAntagonistic",50,100,"certain"
"2301","YF264",0.635644335069302,2288,12.75,"YF265","certain","shared","DesiredAntagonistic",25,20,"chance"
"2302","YF264",0.635644335069302,2276,12.75,"YF265","certain","shared","DesiredAntagonistic",10,50,"certain"
"2303","YF264",0.635644335069302,2277,12.75,"YF265","certain","shared","DesiredAntagonistic",10,20,"certain"
"2304","YF264",0.635644335069302,2278,12.75,"YF265","certain","shared","DesiredAntagonistic",75,5,"certain"
"2305","YF264",0.635644335069302,2279,12.75,"YF265","chance","shared","DesiredAntagonistic",50,20,"chance"
"2306","YF264",0.635644335069302,2280,12.75,"YF265","chance","shared","DesiredAntagonistic",10,30,"chance"
"2307","YF264",0.635644335069302,2281,12.75,"YF265","certain","shared","DesiredAntagonistic",25,5,"certain"
"2308","YF264",0.635644335069302,2282,12.75,"YF265","chance","shared","DesiredAntagonistic",75,30,"chance"
"2309","YF264",0.635644335069302,2283,12.75,"YF265","chance","shared","DesiredAntagonistic",75,10,"chance"
"2310","YF264",0.635644335069302,2310,12.75,"YF265","certain","shared","DesiredAntagonistic",50,30,"certain"
"2311","YF264",0.635644335069302,2297,12.75,"YF265","certain","shared","DesiredAntagonistic",50,40,"chance"
"2312","YF264",0.635644335069302,2298,12.75,"YF265","certain","shared","DesiredAntagonistic",50,50,"chance"
"2313","YF264",0.635644335069302,2299,12.75,"YF265","certain","shared","DesiredAntagonistic",90,5,"certain"
"2314","YF264",0.635644335069302,2300,12.75,"YF265","chance","shared","DesiredAntagonistic",25,100,"certain"
"2315","YF264",0.635644335069302,2301,12.75,"YF265","certain","shared","DesiredAntagonistic",90,10,"chance"
"2316","YF264",0.635644335069302,2289,12.75,"YF265","certain","shared","DesiredAntagonistic",25,50,"certain"
"2317","YF264",0.635644335069302,2290,12.75,"YF265","certain","shared","DesiredAntagonistic",90,40,"chance"
"2318","YF264",0.635644335069302,2291,12.75,"YF265","chance","shared","DesiredAntagonistic",10,100,"certain"
"2319","YF264",0.635644335069302,2292,12.75,"YF265","certain","shared","DesiredAntagonistic",90,100,"chance"
"2320","YF264",0.635644335069302,2293,12.75,"YF265","certain","shared","DesiredAntagonistic",90,20,"chance"
"2321","YF264",0.635644335069302,2294,12.75,"YF265","chance","shared","DesiredAntagonistic",50,10,"chance"
"2322","YF264",0.635644335069302,2295,12.75,"YF265","certain","shared","DesiredAntagonistic",75,20,"chance"
"2323","YF264",0.635644335069302,2296,12.75,"YF265","chance","shared","DesiredAntagonistic",10,40,"certain"
"2324","YF264",0.635644335069302,2305,12.75,"YF265","certain","shared","DesiredAntagonistic",25,40,"certain"
"2325","YF264",0.635644335069302,2302,12.75,"YF265","chance","shared","DesiredAntagonistic",90,50,"chance"
"2326","YF264",0.635644335069302,2303,12.75,"YF265","chance","shared","DesiredAntagonistic",75,50,"chance"
"2327","YF264",0.635644335069302,2304,12.75,"YF265","chance","shared","DesiredAntagonistic",75,40,"chance"
"2328","YF264",0.635644335069302,2309,12.75,"YF265","certain","shared","DesiredAntagonistic",10,5,"certain"
"2329","YF264",0.635644335069302,2306,12.75,"YF265","chance","shared","DesiredAntagonistic",75,100,"chance"
"2330","YF264",0.635644335069302,2307,12.75,"YF265","chance","shared","DesiredAntagonistic",10,10,"certain"
"2331","YF264",0.635644335069302,2308,12.75,"YF265","chance","shared","DesiredAntagonistic",90,30,"chance"
"2332","YF265",0.635644413195754,2311,12.725,"YF264","chance","shared","DesiredAntagonistic",75,20,"chance"
"2333","YF265",0.635644413195754,2312,12.725,"YF264","chance","shared","DesiredAntagonistic",50,30,"certain"
"2334","YF265",0.635644413195754,2313,12.725,"YF264","chance","shared","DesiredAntagonistic",50,10,"chance"
"2335","YF265",0.635644413195754,2314,12.725,"YF264","chance","shared","DesiredAntagonistic",90,40,"chance"
"2336","YF265",0.635644413195754,2315,12.725,"YF264","certain","shared","DesiredAntagonistic",25,40,"certain"
"2337","YF265",0.635644413195754,2324,12.725,"YF264","chance","shared","DesiredAntagonistic",90,5,"chance"
"2338","YF265",0.635644413195754,2325,12.725,"YF264","certain","shared","DesiredAntagonistic",50,50,"chance"
"2339","YF265",0.635644413195754,2326,12.725,"YF264","certain","shared","DesiredAntagonistic",90,10,"certain"
"2340","YF265",0.635644413195754,2327,12.725,"YF264","certain","shared","DesiredAntagonistic",10,40,"certain"
"2341","YF265",0.635644413195754,2328,12.725,"YF264","certain","shared","DesiredAntagonistic",25,100,"certain"
"2342","YF265",0.635644413195754,2316,12.725,"YF264","certain","shared","DesiredAntagonistic",75,40,"certain"
"2343","YF265",0.635644413195754,2317,12.725,"YF264","chance","shared","DesiredAntagonistic",90,30,"chance"
"2344","YF265",0.635644413195754,2318,12.725,"YF264","chance","shared","DesiredAntagonistic",75,100,"certain"
"2345","YF265",0.635644413195754,2319,12.725,"YF264","chance","shared","DesiredAntagonistic",75,50,"chance"
"2346","YF265",0.635644413195754,2320,12.725,"YF264","chance","shared","DesiredAntagonistic",10,10,"chance"
"2347","YF265",0.635644413195754,2321,12.725,"YF264","certain","shared","DesiredAntagonistic",10,5,"certain"
"2348","YF265",0.635644413195754,2322,12.725,"YF264","certain","shared","DesiredAntagonistic",50,40,"certain"
"2349","YF265",0.635644413195754,2323,12.725,"YF264","certain","shared","DesiredAntagonistic",90,50,"certain"
"2350","YF265",0.635644413195754,2335,12.725,"YF264","chance","shared","DesiredAntagonistic",10,30,"certain"
"2351","YF265",0.635644413195754,2336,12.725,"YF264","chance","shared","DesiredAntagonistic",50,100,"certain"
"2352","YF265",0.635644413195754,2337,12.725,"YF264","chance","shared","DesiredAntagonistic",25,20,"certain"
"2353","YF265",0.635644413195754,2338,12.725,"YF264","chance","shared","DesiredAntagonistic",10,20,"chance"
"2354","YF265",0.635644413195754,2339,12.725,"YF264","certain","shared","DesiredAntagonistic",10,50,"certain"
"2355","YF265",0.635644413195754,2340,12.725,"YF264","certain","shared","DesiredAntagonistic",75,5,"certain"
"2356","YF265",0.635644413195754,2341,12.725,"YF264","certain","shared","DesiredAntagonistic",50,20,"chance"
"2357","YF265",0.635644413195754,2329,12.725,"YF264","certain","shared","DesiredAntagonistic",50,5,"certain"
"2358","YF265",0.635644413195754,2330,12.725,"YF264","chance","shared","DesiredAntagonistic",75,10,"certain"
"2359","YF265",0.635644413195754,2331,12.725,"YF264","chance","shared","DesiredAntagonistic",25,10,"chance"
"2360","YF265",0.635644413195754,2332,12.725,"YF264","certain","shared","DesiredAntagonistic",75,30,"certain"
"2361","YF265",0.635644413195754,2333,12.725,"YF264","chance","shared","DesiredAntagonistic",25,30,"chance"
"2362","YF265",0.635644413195754,2334,12.725,"YF264","certain","shared","DesiredAntagonistic",25,5,"chance"
"2363","YF265",0.635644413195754,2343,12.725,"YF264","certain","shared","DesiredAntagonistic",10,100,"certain"
"2364","YF265",0.635644413195754,2344,12.725,"YF264","certain","shared","DesiredAntagonistic",90,20,"certain"
"2365","YF265",0.635644413195754,2345,12.725,"YF264","certain","shared","DesiredAntagonistic",90,100,"certain"
"2366","YF265",0.635644413195754,2342,12.725,"YF264","chance","shared","DesiredAntagonistic",25,50,"certain"
"2367","YF266",0.549537643362323,2350,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,5,"certain"
"2368","YF266",0.549537643362323,2351,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,10,"certain"
"2369","YF266",0.549537643362323,2352,22.18055556,"YF267","certain","shared","DesiredAntagonistic",75,10,"chance"
"2370","YF266",0.549537643362323,2353,22.18055556,"YF267","chance","shared","DesiredAntagonistic",50,20,"certain"
"2371","YF266",0.549537643362323,2354,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,50,"certain"
"2372","YF266",0.549537643362323,2355,22.18055556,"YF267","certain","shared","DesiredAntagonistic",75,5,"certain"
"2373","YF266",0.549537643362323,2356,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,50,"certain"
"2374","YF266",0.549537643362323,2361,22.18055556,"YF267","chance","shared","DesiredAntagonistic",75,40,"chance"
"2375","YF266",0.549537643362323,2362,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,40,"certain"
"2376","YF266",0.549537643362323,2363,22.18055556,"YF267","chance","shared","DesiredAntagonistic",75,50,"chance"
"2377","YF266",0.549537643362323,2364,22.18055556,"YF267","chance","shared","DesiredAntagonistic",90,30,"chance"
"2378","YF266",0.549537643362323,2365,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,5,"certain"
"2379","YF266",0.549537643362323,2366,22.18055556,"YF267","chance","shared","DesiredAntagonistic",75,100,"chance"
"2380","YF266",0.549537643362323,2367,22.18055556,"YF267","chance","shared","DesiredAntagonistic",25,100,"certain"
"2381","YF266",0.549537643362323,2368,22.18055556,"YF267","chance","shared","DesiredAntagonistic",50,50,"chance"
"2382","YF266",0.549537643362323,2369,22.18055556,"YF267","chance","shared","DesiredAntagonistic",90,50,"chance"
"2383","YF266",0.549537643362323,2357,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,20,"certain"
"2384","YF266",0.549537643362323,2358,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,20,"certain"
"2385","YF266",0.549537643362323,2359,22.18055556,"YF267","chance","shared","DesiredAntagonistic",50,100,"certain"
"2386","YF266",0.549537643362323,2360,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,10,"certain"
"2387","YF266",0.549537643362323,2346,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,30,"certain"
"2388","YF266",0.549537643362323,2347,22.18055556,"YF267","certain","shared","DesiredAntagonistic",25,30,"certain"
"2389","YF266",0.549537643362323,2348,22.18055556,"YF267","certain","shared","DesiredAntagonistic",50,5,"certain"
"2390","YF266",0.549537643362323,2349,22.18055556,"YF267","chance","shared","DesiredAntagonistic",75,30,"chance"
"2391","YF266",0.549537643362323,2377,22.18055556,"YF267","chance","shared","DesiredAntagonistic",10,100,"certain"
"2392","YF266",0.549537643362323,2378,22.18055556,"YF267","chance","shared","DesiredAntagonistic",50,30,"certain"
"2393","YF266",0.549537643362323,2379,22.18055556,"YF267","chance","shared","DesiredAntagonistic",75,20,"certain"
"2394","YF266",0.549537643362323,2380,22.18055556,"YF267","certain","shared","DesiredAntagonistic",50,10,"certain"
"2395","YF266",0.549537643362323,2372,22.18055556,"YF267","chance","shared","DesiredAntagonistic",50,40,"certain"
"2396","YF266",0.549537643362323,2373,22.18055556,"YF267","chance","shared","DesiredAntagonistic",90,10,"certain"
"2397","YF266",0.549537643362323,2370,22.18055556,"YF267","certain","shared","DesiredAntagonistic",90,5,"certain"
"2398","YF266",0.549537643362323,2371,22.18055556,"YF267","certain","shared","DesiredAntagonistic",10,40,"certain"
